연번,군구명,병원종별,의료기관명,소재지,연락처,병실수,병상수,진료과목,비고
1170,연수구,치과의원,송도퍼스트치과의원,인천광역시 연수구 컨벤시아대로 165 (송도동),032-831-2812,0,0,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과 통합치의학과,
1171,연수구,치과의원,송도이안치과의원,"인천광역시 연수구 송도문화로28번길 28, 203동 205호 (송도동, 송도글로벌캠퍼스푸르지오상가)",032-814-2275,0,0,구강악안면외과 소아치과 구강내과 예방치과 예방치과 치과보철과 치주과 구강악안면방사선과 치과 구강병리과 치과보존과 치과교정과,
1172,연수구,치과의원,송도위드치과의원,"인천광역시 연수구 신송로 166, 303호 (송도동, 플러스원프라자)",032-834-7522,0,0,치과,
1173,연수구,치과의원,랜더스치과의원,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 6층 A609,A610,A611,A612,A613호 (송도동)",032-859-0028,0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1174,연수구,치과의원,서울고운이치과의원,"인천광역시 연수구 독배로40번길 29, 5층 (옥련동, 대성빌딩)",032-851-8876,0,0,구강악안면외과 소아치과 구강내과 예방치과 치과보철과 치주과 영상치의학과 치과교정과 치과보존과,
1175,연수구,치과의원,송도제이치과의원,"인천광역시 연수구 신송로 161, 송도 하이츠 205호 (송도동)",032-859-0700,0,0,치과,
1176,연수구,치과의원,연수퍼스트치과의원,"인천광역시 연수구 앵고개로246번길 10, 2,3층 (동춘동, 대산프라자)",032-214-2875,0,0,치과교정과 치과보존과 치주과 소아치과 치과보철과 치과 예방치과 구강악안면외과,
1177,연수구,치과의원,쥬니어플러스치과의원,"인천광역시 연수구 컨벤시아대로 69, 7층 710호 (송도동, 밀레니엄빌딩)",032-819-2286,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1178,연수구,치과의원,서울고른이치과교정과치과의원,"인천광역시 연수구 컨벤시아대로 69, 208호 (송도동, 송도밀레니엄)",032-831-7928,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1179,연수구,치과의원,연수센트럴치과의원,"인천광역시 연수구 경원대로483번길 6, 2층 (선학동, 원영빌딩)",032-815-1985,0,0,구강악안면외과 소아치과 구강내과 예방치과 치과보철과 치주과 영상치의학과 구강병리과 치과보존과 치과교정과 치과 구강악안면방사선과 치주과 치과보철과 치과교정과 치과보존과 구강병리과 구강악안면외과 소아치과 구강내과 예방치과,
1180,연수구,치과의원,스퀘어치과의원,"인천광역시 연수구 청능대로 210, 3층 (동춘동, 스퀘어원)",032-456-4311,0,0,구강악안면외과 소아치과 구강내과 예방치과 치과보철과 치주과 영상치의학과 구강병리과 치과보존과 치과교정과 치과 구강악안면방사선과 치주과 치과보철과 치과교정과 구강병리과 치과보존과 구강악안면외과 소아치과 구강내과 예방치과,
1181,연수구,치과의원,송도이플란트치과의원,"인천광역시 연수구 인천타워대로54번길 3, 3층 304호 (송도동, 메트로프라자)",032-833-2075,0,0,구강악안면외과 소아치과 구강내과 예방치과 치과 구강악안면방사선과 치주과 치과보철과 치과교정과 치과보존과 구강병리과,
1182,연수구,치과의원,센트럴D＆D치과의원,"인천광역시 연수구 센트럴로 232, A동 211호 (송도동)",032-858-2275,0,0,구강악안면외과 소아치과 구강내과 예방치과 치과 구강악안면방사선과 치주과 치과보철과 치과교정과 치과보존과 구강병리과,
1183,연수구,치과의원,예스플란트송도우리치과의원,"인천광역시 연수구 해돋이로 107, 61,62호 (송도동, 송도더샵퍼스트월드 H동)",032-835-6875,0,0,구강악안면외과 소아치과 구강내과 예방치과 치과 구강악안면방사선과 치주과 치과보철과 치과교정과 치과보존과 구강병리과,
1184,연수구,치과의원,미추홀치과의원,"인천광역시 연수구 한진로 23, 4층 401호 (옥련동, 로얄프라자)",032-834-7528,0,0,치과,
1185,연수구,치과의원,정민섭치과의원,"인천광역시 연수구 학나래로118번길 6, 명신하이츠 B-201호 (선학동)",032-817-2876,0,0,치과,
1186,연수구,치과의원,센트럴치과의원,"인천광역시 연수구 해돋이로 118 (송도동,마린프라자 3층 301호)",032-832-2885,0,0,치과,
1187,연수구,치과의원,연수웰치과의원,"인천광역시 연수구 앵고개로264번길 18, 3층 (동춘동)",032-822-7522,0,0,치과,
1188,연수구,치과의원,케이라인치과의원,"인천광역시 연수구 인천타워대로54번길 13 (송도동, 해승메디피아)",032-832-9221,0,0,치과,
1189,연수구,치과의원,올에이치과의원,"인천광역시 연수구 함박뫼로 70, 2층 (연수동)",032-813-2275,0,0,치과,
1190,연수구,치과의원,하이덴치과의원,"인천광역시 연수구 먼우금로 96, 3층 (동춘동, 금송빌딩)",032-255-2875,0,0,치과,
1191,연수구,치과의원,연수선치과의원,"인천광역시 연수구 용담로 153, 202호 (연수동, 대동월드)",032-821-7528,0,0,통합치의학과 치과,
1192,연수구,치과의원,킴스치과의원,"인천광역시 연수구 학나래로6번길 16, 2층 (선학동)",032-422-9890,0,0,치과,
1193,연수구,치과의원,미소연치과의원,"인천광역시 연수구 앵고개로 242, 4층 406호 (동춘동)",032-811-8228,0,0,예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1194,연수구,치과의원,행복치과의원,인천광역시 연수구 비류대로 599 (선학동),032-814-2879,0,0,치과,
1195,연수구,치과의원,해피키즈치과의원,"인천광역시 연수구 먼우금로 190, 연수프라자 302,303호 (연수동)",032-813-2207,0,0,치과 소아치과,
1196,연수구,치과의원,뉴욕치과의원,"인천광역시 연수구 신송로125번길 7, 406호 (송도동, 이리옴프라자)",032-858-9678,0,0,치과,
1197,연수구,치과의원,오케이치과의원,"인천광역시 연수구 신송로 121, 402호 (송도동, 센타프라자)",032-858-2828,0,0,치과,
1198,연수구,치과의원,송도드림치과의원,"인천광역시 연수구 신송로 122, 304호 (송도동, 송도프라자)",032-858-2800,0,0,치과,
1199,연수구,치과의원,서울플란트치과의원,"인천광역시 연수구 신송로 121, 404호 (송도동, 센타프라자)",032-858-2255,0,0,치과,
1200,연수구,치과의원,예본플란트치과의원,"인천광역시 연수구 새말로 27 (연수동, 동남스포피아 117호,118호,119호,120호)",032-814-3461,0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1201,연수구,치과의원,굿모닝치과의원,"인천광역시 연수구 독배로40번길 47, 2층 (옥련동)",032-833-7528,0,0,치과,
1202,연수구,치과의원,연수준치과의원,인천광역시 연수구 원인재로 313 (연수동),032-815-2875,0,0,치과,
1203,연수구,치과의원,푸른하늘치과의원,"인천광역시 연수구 독배로 42, 6층 (옥련동, 해창빌딩)",032-832-5670,0,0,치과,
1204,연수구,치과의원,산치과의원,"인천광역시 연수구 앵고개로 262, 501호, 502호 (동춘동, 동경프라자)",032-812-2077,0,0,치과,
1205,연수구,치과의원,이든치과의원,"인천광역시 연수구 한나루로 190, 3층 (옥련동, 송도프라자)",032-834-2875,0,0,치과,
1206,연수구,치과의원,두손모아치과의원,"인천광역시 연수구 청능대로 93, 404호 (청학동, 두손빌딩)",032-821-7575,0,0,치과,
1207,연수구,치과의원,두손치과의원,"인천광역시 연수구 독배로 41, 3층 (옥련동, 인영상가)",032-833-2275,0,0,치과,
1208,연수구,치과의원,연수서울치과의원,"인천광역시 연수구 청능대로 103, 5층 (연수동, BYC빌딩)",032-817-8177,0,0,치과,
1209,연수구,치과의원,연수예스치과의원,"인천광역시 연수구 청능대로 109, 8층 (연수동, 탑피온빌딩)",032-810-1010,0,0,치과,
1210,연수구,치과의원,뿌리샘치과의원,인천광역시 연수구 청량로 180 (옥련동),032-834-0428,0,0,치과,
1211,연수구,치과의원,가람치과의원,"인천광역시 연수구 용담로 115, 201동 202호 (연수동, 파크타운)",032-817-7927,0,0,치과,
1212,연수구,치과의원,푸른치과의원,인천광역시 연수구 청솔로 11 (청학동),032-833-2875,0,0,치과,
1213,연수구,치과의원,연세치과의원,"인천광역시 연수구 원인재로 88, 308호 (동춘동, 대우상가)",032-812-2824,0,0,치과,
1214,연수구,치과의원,열린치과의원,"인천광역시 연수구 비류대로 435, 3층 (연수동, 학구빌딩)",032-816-2275,0,0,치과,
1215,연수구,치과의원,연수청아치과의원,"인천광역시 연수구 새말로 90, 2층 (연수동, 두림빌딩)",032-822-2875,0,0,치과,
1216,연수구,치과의원,연수치과의원,인천광역시 연수구 경원대로467번길 3 (선학동),032-819-2828,0,0,치과보존과 치주과 소아치과 치과보철과 구강악안면외과,
1217,연수구,치과의원,정철웅치과의원,"인천광역시 연수구 원인재로 312, 3층 (연수동, 대림상가)",032-813-6253,0,0,치과,
1218,연수구,치과의원,송도치과의원,"인천광역시 연수구 비류대로 208, 4층 402호 (옥련동, 송도역전빌딩)",032-832-2875,0,0,치과,
1219,연수구,치과의원,모아치과의원,"인천광역시 연수구 앵고개로 256, 웅지프라자, 5층 (동춘동)",032-821-2828,0,0,치과,
1220,연수구,치과의원,연수청원치과의원,"인천광역시 연수구 독배로40번길 11, 403,404호 (옥련동, 효명프라자)",032-831-2420,0,0,치과,
1221,연수구,치과의원,박성호치과의원,인천광역시 연수구 독배로40번길 25 (옥련동),032-831-2875,0,0,치과,
1222,연수구,치과의원,연수부부치과의원,"인천광역시 연수구 앵고개로 250, 305,306호 (동춘동)",032-818-2811,0,0,치과,
1223,연수구,치과의원,에이스치과의원,"인천광역시 연수구 비류대로 429, 3층 (연수동)",032-811-9964,0,0,치과,
1224,연수구,치과의원,최경근치과교정과치과의원,인천광역시 연수구 용담로 148 (연수동),032-817-1552,0,0,치과교정과,
1225,연수구,치과의원,필치과의원,"인천광역시 연수구 독배로 56, 3층 (옥련동)",032-831-6607,0,0,치과,
1226,연수구,치과의원,권호진치과의원,"인천광역시 연수구 독배로 58, 2층 204호 (옥련동, 옥련2차현대아파트상가)",032-832-2275,0,0,치과,
1227,연수구,치과의원,이재헌치과의원,"인천광역시 연수구 원인재로 14, 205호 (동춘동, 무지개마을단지상가)",032-817-9495,0,0,치과,
1228,연수구,치과의원,흰돌치과의원,"인천광역시 연수구 먼우금로 19, 213호 (동춘동, 동남상가)",032-817-0022,0,0,치과,
1229,연수구,치과의원,송주헌치과의원,"인천광역시 연수구 청능대로 175, 3층 303호 (연수동, 우성1차상가)",032-817-2875,0,0,치과,
1230,연수구,치과의원,모든치과의원,"인천광역시 연수구 용담로 147, 2층 (연수동)",032-816-6373,0,0,치과,
1231,연수구,치과의원,이원준치과의원,"인천광역시 연수구 원인재로 88, 2층 (동춘동, 대우삼환상가)",032-812-8260,0,0,치과,
1232,연수구,치과의원,연합연수치과의원,"인천광역시 연수구 먼우금로83번길 12, 2층 209호 (동춘동)",032-815-6063,0,0,치과,
1233,연수구,치과의원,청학치과의원,"인천광역시 연수구 비류대로294번길 32-5, 2층 (청학동, 신우상가)",032-833-4146,0,0,치과,
1234,연수구,치과의원,기호경치과의원,"인천광역시 연수구 청능대로 124, 211,212호 (동춘동, 금호동아에이상가)",032-812-3744,0,0,치과,
1235,연수구,치과의원,주창범치과의원,"인천광역시 연수구 원인재로 312, 401-305호 (연수동, 시영상가)",032-812-2882,0,0,치과,
1236,연수구,치과의원,이석현치과의원,"인천광역시 연수구 선학로 90, 205호 (선학동, 아주상가)",032-815-7327,0,0,치과,
